Location,Period,Indicator,Dim1,First Tooltip
Afghanistan,1978,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,177.5 [158-202.2]
Afghanistan,1978,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,161.1 [142.7-183.8]
Afghanistan,1977,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,173.5 [154.7-197.4]
Afghanistan,1977,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,181.7 [161.3-207.3]
Afghanistan,1977,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,165 [145.9-188.6]
Afghanistan,1976,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,177.6 [158-202.6]
Afghanistan,1976,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,185.9 [164.7-212.7]
Afghanistan,1976,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,168.8 [149-193.5]
Afghanistan,1975,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,181.5 [161.1-207.5]
Afghanistan,1975,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,190.2 [168.2-218]
Afghanistan,1975,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,172.4 [152-198.2]
Afghanistan,1974,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,185.5 [164.5-212.5]
Afghanistan,1974,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,194.2 [171.8-223.2]
Afghanistan,1974,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,176.2 [155.2-203.1]
Afghanistan,1973,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,189.4 [167.9-217.2]
Afghanistan,1973,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,198.4 [175.1-228.2]
Afghanistan,1973,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,179.9 [158.1-207.4]
Afghanistan,1972,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,193.4 [170.8-221.7]
Afghanistan,1972,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,202.6 [178.2-232.9]
Afghanistan,1972,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,183.5 [161.1-211.7]
Afghanistan,1971,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,197.1 [174-226.2]
Afghanistan,1971,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,206.7 [181.7-237.4]
Afghanistan,1971,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,187.2 [164-215.7]
Afghanistan,1970,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,200.9 [177.5-230.4]
Afghanistan,1970,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,210.7 [185.1-241.9]
Afghanistan,1970,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,190.8 [167.3-219.8]
Afghanistan,1969,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,204.7 [180.7-234.4]
Afghanistan,1969,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,214.6 [188.7-246.5]
Afghanistan,1969,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,194.5 [170.6-223.6]
Afghanistan,1968,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,208.6 [183.8-238.8]
Afghanistan,1968,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,218.7 [192.1-251.2]
Afghanistan,1968,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,198.2 [173.4-227.6]
Afghanistan,1967,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,212.4 [187-243.1]
Afghanistan,1967,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,222.6 [195.6-255.5]
Afghanistan,1967,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,201.7 [176.1-231.7]
Afghanistan,1966,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,216.1 [190.2-247.6]
Afghanistan,1966,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,226.7 [198.6-260.3]
Afghanistan,1966,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,205.3 [179-236.2]
Afghanistan,1965,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,219.9 [193.2-252.2]
Afghanistan,1965,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,230.7 [202-265.9]
Afghanistan,1965,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,208.9 [182-241.1]
Afghanistan,1964,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,223.9 [195.9-257.9]
Afghanistan,1964,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,235.1 [204.8-271.8]
Afghanistan,1964,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,212.3 [184.5-246.1]
Afghanistan,1963,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,227.8 [198.4-264.8]
Afghanistan,1963,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,239.3 [207.4-278.9]
Afghanistan,1963,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,215.9 [186.8-252.2]
Afghanistan,1962,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,232 [200.3-271.8]
Afghanistan,1962,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,243.6 [208.9-286.5]
Afghanistan,1962,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,219.8 [188.8-258.9]
Albania,2019,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,8.61 [8.06-9.21]
Albania,2019,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,9.52 [8.89-10.23]
Albania,2019,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,7.66 [7.12-8.23]
Albania,2018,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,8.47 [8.06-8.92]
Albania,2018,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,9.34 [8.85-9.89]
Albania,2018,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,7.55 [7.13-8]
Albania,2017,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,8.38 [8.04-8.74]
Albania,2017,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,9.24 [8.83-9.7]
Albania,2017,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,7.47 [7.11-7.85]
Albania,2016,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,8.38 [8.07-8.72]
Albania,2016,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,9.25 [8.85-9.68]
Albania,2016,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,7.46 [7.12-7.83]
Albania,2015,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,8.51 [8.21-8.84]
Albania,2015,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,9.41 [9.01-9.84]
Albania,2015,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,7.56 [7.23-7.93]
Albania,2014,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,8.81 [8.5-9.14]
Albania,2014,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,9.78 [9.37-10.2]
Albania,2014,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,7.78 [7.45-8.16]
Albania,2013,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,9.28 [8.96-9.64]
Albania,2013,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,10.33 [9.91-10.77]
Albania,2013,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,8.19 [7.83-8.57]
Albania,2012,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,9.96 [9.63-10.32]
Albania,2012,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,11.13 [10.69-11.59]
Albania,2012,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,8.74 [8.37-9.14]
Albania,2011,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,10.83 [10.47-11.2]
Albania,2011,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,12.14 [11.67-12.63]
Albania,2011,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,9.45 [9.05-9.87]
Albania,2010,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,11.83 [11.45-12.22]
Albania,2010,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,13.31 [12.81-13.83]
Albania,2010,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,10.27 [9.85-10.71]
Albania,2009,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,12.91 [12.53-13.32]
Albania,2009,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,14.6 [14.08-15.14]
Albania,2009,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,11.15 [10.7-11.62]
Albania,2008,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,14.08 [13.66-14.5]
Albania,2008,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,15.99 [15.42-16.57]
Albania,2008,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,12.07 [11.58-12.57]
Albania,2007,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,15.29 [14.84-15.75]
Albania,2007,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,17.43 [16.81-18.06]
Albania,2007,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,13.04 [12.51-13.59]
Albania,2006,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,16.54 [16.03-17.08]
Albania,2006,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,18.92 [18.2-19.65]
Albania,2006,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,14.05 [13.46-14.67]
Albania,2005,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,17.83 [17.16-18.52]
Albania,2005,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,20.41 [19.53-21.32]
Albania,2005,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,15.11 [14.4-15.85]
Albania,2004,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,19.11 [18.21-20.07]
Albania,2004,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,21.85 [20.71-23.03]
Albania,2004,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,16.23 [15.35-17.17]
Albania,2003,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,20.4 [19.22-21.68]
Albania,2003,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,23.29 [21.83-24.84]
Albania,2003,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,17.36 [16.24-18.58]
Albania,2002,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,21.66 [20.19-23.28]
Albania,2002,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,24.7 [22.89-26.64]
Albania,2002,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,18.48 [17.09-19.99]
Albania,2001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,22.91 [21.11-24.82]
Albania,2001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,26.06 [23.94-28.35]
Albania,2001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,19.58 [17.94-21.34]
Albania,2000,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,24.1 [22.03-26.34]
Albania,2000,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,27.37 [24.95-30.01]
Albania,2000,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,20.64 [18.78-22.66]
Albania,1999,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,25.26 [22.99-27.76]
Albania,1999,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,28.66 [26.01-31.6]
Albania,1999,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,21.68 [19.61-23.97]
Albania,1998,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,26.42 [23.91-29.16]
Albania,1998,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,29.93 [27.01-33.09]
Albania,1998,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,22.71 [20.43-25.2]
Albania,1997,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,27.53 [24.87-30.52]
Albania,1997,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,31.15 [28.07-34.57]
Albania,1997,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Female,23.74 [21.28-26.42]
Albania,1996,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Both sexes,28.64 [25.82-31.77]
Albania,1996,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),Male,32.36 [29.08-35.99]
