Location,Period,Indicator,Dim1,First Tooltip
Angola,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.2
Antigua and Barbuda,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,6.38
Antigua and Barbuda,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,10.26
Antigua and Barbuda,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.9
Antigua and Barbuda,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.89
Antigua and Barbuda,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,9.49
Antigua and Barbuda,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.67
Antigua and Barbuda,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.6
Antigua and Barbuda,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,9.05
Antigua and Barbuda,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.53
Antigua and Barbuda,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.37
Antigua and Barbuda,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,8.63
Antigua and Barbuda,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.45
Antigua and Barbuda,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.13
Antigua and Barbuda,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,8.37
Antigua and Barbuda,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.31
Argentina,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,9.65
Argentina,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,14.94
Argentina,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,4.71
Argentina,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,9.55
Argentina,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,14.79
Argentina,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,4.66
Argentina,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,9.09
Argentina,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,14.09
Argentina,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,4.43
Argentina,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,8.66
Argentina,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,13.5
Argentina,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,4.16
Argentina,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,8.75
Argentina,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,13.66
Argentina,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,4.17
Armenia,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.55
Armenia,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,9.14
Armenia,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.55
Armenia,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.84
Armenia,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,9.63
Armenia,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.69
Armenia,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.69
Armenia,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,9.4
Armenia,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.63
Armenia,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.79
Armenia,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,9.54
Armenia,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.65
Armenia,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.23
Armenia,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,7.02
Armenia,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.92
Australia,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,10.51
Australia,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,15.96
Australia,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.18
Australia,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,10.83
Australia,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,16.44
Australia,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.33
Australia,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,12.39
Australia,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,18.73
Australia,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,6.13
Australia,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,12.08
Australia,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,18.34
Australia,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.96
Australia,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,11.72
Australia,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,17.86
Australia,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.73
Austria,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,11.96
Austria,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,18.49
Austria,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.77
Austria,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,12.07
Austria,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,18.7
Austria,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.82
Austria,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,12.2
Austria,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,18.96
Austria,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.89
Austria,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,12.79
Austria,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,19.89
Austria,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,6.21
Austria,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,13.12
Austria,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,20.42
Austria,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,6.37
Azerbaijan,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.41
Azerbaijan,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,7.51
Azerbaijan,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.46
Azerbaijan,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.58
Azerbaijan,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,7.82
Azerbaijan,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.52
Azerbaijan,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,2.97
Azerbaijan,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,5.07
Azerbaijan,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.99
Azerbaijan,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,1.81
Azerbaijan,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,3.12
Azerbaijan,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.59
Azerbaijan,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,3.45
Azerbaijan,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,5.99
Azerbaijan,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.14
Bahamas,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.78
Bahamas,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,7.62
Bahamas,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.12
Bahamas,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.55
Bahamas,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,7.24
Bahamas,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.03
Bahamas,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.12
Bahamas,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,6.55
Bahamas,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.85
Bahamas,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.28
Bahamas,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,6.78
Bahamas,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.96
Bahamas,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.58
Bahamas,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,8.82
Bahamas,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.59
Bahrain,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,1.09
Bahrain,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,1.5
Bahrain,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.32
Bahrain,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,1.3
Bahrain,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,1.8
Bahrain,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.38
Bahrain,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,1.69
Bahrain,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,2.33
Bahrain,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.49
Bahrain,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,1.76
Bahrain,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,2.49
Bahrain,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.53
Bahrain,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,1.74
Bahrain,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,2.53
Bahrain,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.54
Bangladesh,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.019
Bangladesh,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,0.033
Bangladesh,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.005
Bangladesh,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.021
Bangladesh,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,0.036
Bangladesh,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.006
Bangladesh,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.16
Bangladesh,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,0.28
Bangladesh,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.044
Bangladesh,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.16
Bangladesh,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,0.27
Bangladesh,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.043
Bangladesh,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.23
Bangladesh,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,0.39
Bangladesh,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.061
Barbados,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,9.69
Barbados,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,15.98
Barbados,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,4.09
Barbados,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,9.33
Barbados,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,15.38
Barbados,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,3.93
Barbados,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,7.95
Barbados,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,13.09
Barbados,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,3.35
Barbados,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,7.4
Barbados,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,12.16
Barbados,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,3.13
Barbados,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,7.11
Barbados,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,11.69
Barbados,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,3
Belarus,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,11.45
Belarus,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,18.71
Belarus,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.38
Belarus,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,12
Belarus,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,19.5
Belarus,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.72
Belarus,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,17.43
Belarus,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,27.68
Belarus,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,8.83
Belarus,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,15.3
Belarus,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,24.65
Belarus,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,7.4
Belarus,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,15.17
Belarus,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,24.47
Belarus,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,7.26
Belgium,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,11.08
Belgium,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,17.15
Belgium,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.27
Belgium,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,11.82
Belgium,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,18.33
Belgium,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.62
Belgium,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,11.4
Belgium,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,17.71
Belgium,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.4
Belgium,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,13.13
Belgium,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,20.31
Belgium,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,6.34
Belgium,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,12.49
Belgium,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,19.41
Belgium,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,5.96
Belize,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,6.22
Belize,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,9.94
Belize,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.59
Belize,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,6.74
Belize,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,10.76
Belize,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.8
Belize,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,7.08
Belize,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,11.25
Belize,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.95
Belize,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,7.16
Belize,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,11.33
Belize,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.98
Belize,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.55
Belize,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,8.79
Belize,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.29
Benin,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,2.81
Benin,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,4.53
Benin,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.14
Benin,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,2.97
Benin,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,4.79
Benin,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.21
Benin,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,2.47
Benin,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,4
Benin,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.01
Benin,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,2.23
Benin,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,3.62
Benin,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.92
Benin,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,2.46
Benin,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,4
Benin,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.02
Bhutan,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.43
Bhutan,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,0.67
Bhutan,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.16
Bhutan,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.42
Bhutan,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,0.65
Bhutan,2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.15
Bhutan,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,0.92
Bhutan,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,1.43
Bhutan,2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.33
Bhutan,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,1.6
Bhutan,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,2.51
Bhutan,2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.57
Bhutan,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,2.77
Bhutan,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,4.43
Bhutan,2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,0.99
Bolivia (Plurinational State of),2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.43
Bolivia (Plurinational State of),2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,6.8
Bolivia (Plurinational State of),2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.09
Bolivia (Plurinational State of),2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.64
Bolivia (Plurinational State of),2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,7.12
Bolivia (Plurinational State of),2015,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.19
Bolivia (Plurinational State of),2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,5.56
Bolivia (Plurinational State of),2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,8.55
Bolivia (Plurinational State of),2010,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.61
Bolivia (Plurinational State of),2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,4.37
Bolivia (Plurinational State of),2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,6.71
Bolivia (Plurinational State of),2005,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,2.06
Bolivia (Plurinational State of),2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,3.44
Bolivia (Plurinational State of),2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Male,5.28
Bolivia (Plurinational State of),2000,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Female,1.63
Bosnia and Herzegovina,2018,Total (recorded+unrecorded) alcohol per capita (15+) consumption,Both sexes,7.15
