Location,Period,Indicator,Dim1,First Tooltip
Barbados,2019,Life expectancy at birth (years),Female,77.66
Barbados,2015,Life expectancy at birth (years),Both sexes,76.22
Barbados,2015,Life expectancy at birth (years),Male,75.01
Barbados,2015,Life expectancy at birth (years),Female,77.36
Barbados,2010,Life expectancy at birth (years),Both sexes,75.88
Barbados,2010,Life expectancy at birth (years),Male,74.46
Barbados,2010,Life expectancy at birth (years),Female,77.2
Barbados,2000,Life expectancy at birth (years),Both sexes,74.5
Barbados,2000,Life expectancy at birth (years),Male,72.13
Barbados,2000,Life expectancy at birth (years),Female,76.72
Belarus,2019,Life expectancy at birth (years),Both sexes,74.81
Belarus,2019,Life expectancy at birth (years),Male,69.65
Belarus,2019,Life expectancy at birth (years),Female,79.62
Belarus,2015,Life expectancy at birth (years),Both sexes,73.82
Belarus,2015,Life expectancy at birth (years),Male,68.56
Belarus,2015,Life expectancy at birth (years),Female,78.79
Belarus,2010,Life expectancy at birth (years),Both sexes,70.39
Belarus,2010,Life expectancy at birth (years),Male,64.55
Belarus,2010,Life expectancy at birth (years),Female,76.41
Belarus,2000,Life expectancy at birth (years),Both sexes,68.85
Belarus,2000,Life expectancy at birth (years),Male,63.28
Belarus,2000,Life expectancy at birth (years),Female,74.61
Belgium,2019,Life expectancy at birth (years),Both sexes,81.42
Belgium,2019,Life expectancy at birth (years),Male,79.29
Belgium,2019,Life expectancy at birth (years),Female,83.51
Belgium,2015,Life expectancy at birth (years),Both sexes,80.71
Belgium,2015,Life expectancy at birth (years),Male,78.48
Belgium,2015,Life expectancy at birth (years),Female,82.86
Belgium,2010,Life expectancy at birth (years),Both sexes,79.85
Belgium,2010,Life expectancy at birth (years),Male,77.24
Belgium,2010,Life expectancy at birth (years),Female,82.38
Belgium,2000,Life expectancy at birth (years),Both sexes,77.66
Belgium,2000,Life expectancy at birth (years),Male,74.54
Belgium,2000,Life expectancy at birth (years),Female,80.74
Belize,2019,Life expectancy at birth (years),Both sexes,74.41
Belize,2019,Life expectancy at birth (years),Male,71.36
Belize,2019,Life expectancy at birth (years),Female,77.77
Belize,2015,Life expectancy at birth (years),Both sexes,74.05
Belize,2015,Life expectancy at birth (years),Male,71.14
Belize,2015,Life expectancy at birth (years),Female,77.29
Belize,2010,Life expectancy at birth (years),Both sexes,73.39
Belize,2010,Life expectancy at birth (years),Male,70.89
Belize,2010,Life expectancy at birth (years),Female,76.12
Belize,2000,Life expectancy at birth (years),Both sexes,70.34
Belize,2000,Life expectancy at birth (years),Male,67.18
Belize,2000,Life expectancy at birth (years),Female,74.02
Benin,2019,Life expectancy at birth (years),Both sexes,63.43
Benin,2019,Life expectancy at birth (years),Male,61.19
Benin,2019,Life expectancy at birth (years),Female,65.66
Benin,2015,Life expectancy at birth (years),Both sexes,61.96
Benin,2015,Life expectancy at birth (years),Male,59.66
Benin,2015,Life expectancy at birth (years),Female,64.25
Benin,2010,Life expectancy at birth (years),Both sexes,60.47
Benin,2010,Life expectancy at birth (years),Male,58.03
Benin,2010,Life expectancy at birth (years),Female,62.88
Benin,2000,Life expectancy at birth (years),Both sexes,56.59
Benin,2000,Life expectancy at birth (years),Male,54.31
Benin,2000,Life expectancy at birth (years),Female,58.77
Bhutan,2019,Life expectancy at birth (years),Both sexes,73.11
Bhutan,2019,Life expectancy at birth (years),Male,72.03
Bhutan,2019,Life expectancy at birth (years),Female,74.39
Bhutan,2015,Life expectancy at birth (years),Both sexes,72.15
Bhutan,2015,Life expectancy at birth (years),Male,71.05
Bhutan,2015,Life expectancy at birth (years),Female,73.45
Bhutan,2010,Life expectancy at birth (years),Both sexes,71.01
Bhutan,2010,Life expectancy at birth (years),Male,69.87
Bhutan,2010,Life expectancy at birth (years),Female,72.35
Bhutan,2000,Life expectancy at birth (years),Both sexes,65.7
Bhutan,2000,Life expectancy at birth (years),Male,64.88
Bhutan,2000,Life expectancy at birth (years),Female,66.59
Bolivia (Plurinational State of),2019,Life expectancy at birth (years),Both sexes,72.14
Bolivia (Plurinational State of),2019,Life expectancy at birth (years),Male,71.15
Bolivia (Plurinational State of),2019,Life expectancy at birth (years),Female,73.13
Bolivia (Plurinational State of),2015,Life expectancy at birth (years),Both sexes,71.52
Bolivia (Plurinational State of),2015,Life expectancy at birth (years),Male,70.59
Bolivia (Plurinational State of),2015,Life expectancy at birth (years),Female,72.45
Bolivia (Plurinational State of),2010,Life expectancy at birth (years),Both sexes,70.34
Bolivia (Plurinational State of),2010,Life expectancy at birth (years),Male,69.44
Bolivia (Plurinational State of),2010,Life expectancy at birth (years),Female,71.25
Bolivia (Plurinational State of),2000,Life expectancy at birth (years),Both sexes,66.02
Bolivia (Plurinational State of),2000,Life expectancy at birth (years),Male,64.81
Bolivia (Plurinational State of),2000,Life expectancy at birth (years),Female,67.25
Bosnia and Herzegovina,2019,Life expectancy at birth (years),Both sexes,76.75
Bosnia and Herzegovina,2019,Life expectancy at birth (years),Male,74.38
Bosnia and Herzegovina,2019,Life expectancy at birth (years),Female,79.09
Bosnia and Herzegovina,2015,Life expectancy at birth (years),Both sexes,76.32
Bosnia and Herzegovina,2015,Life expectancy at birth (years),Male,73.94
Bosnia and Herzegovina,2015,Life expectancy at birth (years),Female,78.65
Bosnia and Herzegovina,2010,Life expectancy at birth (years),Both sexes,76.19
Bosnia and Herzegovina,2010,Life expectancy at birth (years),Male,73.85
Bosnia and Herzegovina,2010,Life expectancy at birth (years),Female,78.47
Bosnia and Herzegovina,2000,Life expectancy at birth (years),Both sexes,75.42
Bosnia and Herzegovina,2000,Life expectancy at birth (years),Male,72.6
Bosnia and Herzegovina,2000,Life expectancy at birth (years),Female,78.03
Botswana,2019,Life expectancy at birth (years),Both sexes,62.25
Botswana,2019,Life expectancy at birth (years),Male,58.95
Botswana,2019,Life expectancy at birth (years),Female,65.46
Botswana,2015,Life expectancy at birth (years),Both sexes,60.93
Botswana,2015,Life expectancy at birth (years),Male,57.83
Botswana,2015,Life expectancy at birth (years),Female,63.93
Botswana,2010,Life expectancy at birth (years),Both sexes,58.14
Botswana,2010,Life expectancy at birth (years),Male,55.14
Botswana,2010,Life expectancy at birth (years),Female,61.36
Botswana,2000,Life expectancy at birth (years),Both sexes,45.59
Botswana,2000,Life expectancy at birth (years),Male,43.9
Botswana,2000,Life expectancy at birth (years),Female,47.77
Brazil,2019,Life expectancy at birth (years),Both sexes,75.9
Brazil,2019,Life expectancy at birth (years),Male,72.45
Brazil,2019,Life expectancy at birth (years),Female,79.39
Brazil,2015,Life expectancy at birth (years),Both sexes,75.13
Brazil,2015,Life expectancy at birth (years),Male,71.67
Brazil,2015,Life expectancy at birth (years),Female,78.64
Brazil,2010,Life expectancy at birth (years),Both sexes,74.09
Brazil,2010,Life expectancy at birth (years),Male,70.57
Brazil,2010,Life expectancy at birth (years),Female,77.68
Brazil,2000,Life expectancy at birth (years),Both sexes,71.47
Brazil,2000,Life expectancy at birth (years),Male,67.9
Brazil,2000,Life expectancy at birth (years),Female,75.18
Brunei Darussalam,2019,Life expectancy at birth (years),Both sexes,74.32
Brunei Darussalam,2019,Life expectancy at birth (years),Male,73.39
Brunei Darussalam,2019,Life expectancy at birth (years),Female,75.36
Brunei Darussalam,2015,Life expectancy at birth (years),Both sexes,74.4
Brunei Darussalam,2015,Life expectancy at birth (years),Male,73.38
Brunei Darussalam,2015,Life expectancy at birth (years),Female,75.5
Brunei Darussalam,2010,Life expectancy at birth (years),Both sexes,74.57
Brunei Darussalam,2010,Life expectancy at birth (years),Male,73.35
Brunei Darussalam,2010,Life expectancy at birth (years),Female,75.84
Brunei Darussalam,2000,Life expectancy at birth (years),Both sexes,72.2
Brunei Darussalam,2000,Life expectancy at birth (years),Male,70.86
Brunei Darussalam,2000,Life expectancy at birth (years),Female,73.68
Bulgaria,2019,Life expectancy at birth (years),Both sexes,75.07
Bulgaria,2019,Life expectancy at birth (years),Male,71.65
Bulgaria,2019,Life expectancy at birth (years),Female,78.6
Bulgaria,2015,Life expectancy at birth (years),Both sexes,74.55
Bulgaria,2015,Life expectancy at birth (years),Male,71.17
Bulgaria,2015,Life expectancy at birth (years),Female,78.04
Bulgaria,2010,Life expectancy at birth (years),Both sexes,73.64
Bulgaria,2010,Life expectancy at birth (years),Male,70.19
Bulgaria,2010,Life expectancy at birth (years),Female,77.23
Bulgaria,2000,Life expectancy at birth (years),Both sexes,71.61
Bulgaria,2000,Life expectancy at birth (years),Male,68.4
Bulgaria,2000,Life expectancy at birth (years),Female,74.97
Burkina Faso,2019,Life expectancy at birth (years),Both sexes,62.7
Burkina Faso,2019,Life expectancy at birth (years),Male,60.06
Burkina Faso,2019,Life expectancy at birth (years),Female,65.23
Burkina Faso,2015,Life expectancy at birth (years),Both sexes,60.92
Burkina Faso,2015,Life expectancy at birth (years),Male,58.24
Burkina Faso,2015,Life expectancy at birth (years),Female,63.45
Burkina Faso,2010,Life expectancy at birth (years),Both sexes,58.59
Burkina Faso,2010,Life expectancy at birth (years),Male,56.19
Burkina Faso,2010,Life expectancy at birth (years),Female,60.79
Burkina Faso,2000,Life expectancy at birth (years),Both sexes,51.64
Burkina Faso,2000,Life expectancy at birth (years),Male,49.92
Burkina Faso,2000,Life expectancy at birth (years),Female,53.14
Burundi,2019,Life expectancy at birth (years),Both sexes,63.84
Burundi,2019,Life expectancy at birth (years),Male,61.55
Burundi,2019,Life expectancy at birth (years),Female,66.14
Burundi,2015,Life expectancy at birth (years),Both sexes,62.05
Burundi,2015,Life expectancy at birth (years),Male,59.84
Burundi,2015,Life expectancy at birth (years),Female,64.26
Burundi,2010,Life expectancy at birth (years),Both sexes,58.6
Burundi,2010,Life expectancy at birth (years),Male,56.86
Burundi,2010,Life expectancy at birth (years),Female,60.32
Burundi,2000,Life expectancy at birth (years),Both sexes,43.78
Burundi,2000,Life expectancy at birth (years),Male,41.79
Burundi,2000,Life expectancy at birth (years),Female,45.85
Cabo Verde,2019,Life expectancy at birth (years),Both sexes,74.03
Cabo Verde,2019,Life expectancy at birth (years),Male,69.9
Cabo Verde,2019,Life expectancy at birth (years),Female,77.94
Cabo Verde,2015,Life expectancy at birth (years),Both sexes,74.88
Cabo Verde,2015,Life expectancy at birth (years),Male,72.18
Cabo Verde,2015,Life expectancy at birth (years),Female,77.59
Cabo Verde,2010,Life expectancy at birth (years),Both sexes,74.12
Cabo Verde,2010,Life expectancy at birth (years),Male,70.83
Cabo Verde,2010,Life expectancy at birth (years),Female,77.27
Cabo Verde,2000,Life expectancy at birth (years),Both sexes,70.97
Cabo Verde,2000,Life expectancy at birth (years),Male,66.89
Cabo Verde,2000,Life expectancy at birth (years),Female,74.61
Cambodia,2019,Life expectancy at birth (years),Both sexes,70.12
Cambodia,2019,Life expectancy at birth (years),Male,67.23
Cambodia,2019,Life expectancy at birth (years),Female,72.75
Cambodia,2015,Life expectancy at birth (years),Both sexes,69.17
Cambodia,2015,Life expectancy at birth (years),Male,66.2
Cambodia,2015,Life expectancy at birth (years),Female,71.89
Cambodia,2010,Life expectancy at birth (years),Both sexes,67.22
Cambodia,2010,Life expectancy at birth (years),Male,64.19
Cambodia,2010,Life expectancy at birth (years),Female,70.01
Cambodia,2000,Life expectancy at birth (years),Both sexes,58.68
Cambodia,2000,Life expectancy at birth (years),Male,56.03
Cambodia,2000,Life expectancy at birth (years),Female,61.24
Cameroon,2019,Life expectancy at birth (years),Both sexes,62.36
Cameroon,2019,Life expectancy at birth (years),Male,60.29
Cameroon,2019,Life expectancy at birth (years),Female,64.5
Cameroon,2015,Life expectancy at birth (years),Both sexes,59.11
Cameroon,2015,Life expectancy at birth (years),Male,57.29
Cameroon,2015,Life expectancy at birth (years),Female,60.99
Cameroon,2010,Life expectancy at birth (years),Both sexes,56.58
Cameroon,2010,Life expectancy at birth (years),Male,55.09
Cameroon,2010,Life expectancy at birth (years),Female,58.09
Cameroon,2000,Life expectancy at birth (years),Both sexes,52.82
Cameroon,2000,Life expectancy at birth (years),Male,51.34
Cameroon,2000,Life expectancy at birth (years),Female,54.35
Canada,2019,Life expectancy at birth (years),Both sexes,82.24
Canada,2019,Life expectancy at birth (years),Male,80.4
Canada,2019,Life expectancy at birth (years),Female,84.05
Canada,2015,Life expectancy at birth (years),Both sexes,81.76
Canada,2015,Life expectancy at birth (years),Male,79.88
Canada,2015,Life expectancy at birth (years),Female,83.58
Canada,2010,Life expectancy at birth (years),Both sexes,81.31
Canada,2010,Life expectancy at birth (years),Male,79.26
Canada,2010,Life expectancy at birth (years),Female,83.27
Canada,2000,Life expectancy at birth (years),Both sexes,79.1
Canada,2000,Life expectancy at birth (years),Male,76.54
Canada,2000,Life expectancy at birth (years),Female,81.55
Canada,1920,Life expectancy at birth (years),Both sexes,82.81
Central African Republic,2019,Life expectancy at birth (years),Both sexes,53.1
Central African Republic,2019,Life expectancy at birth (years),Male,50.21
Central African Republic,2019,Life expectancy at birth (years),Female,56.26
Central African Republic,2015,Life expectancy at birth (years),Both sexes,50.53
Central African Republic,2015,Life expectancy at birth (years),Male,48.19
Central African Republic,2015,Life expectancy at birth (years),Female,53.03
Central African Republic,2010,Life expectancy at birth (years),Both sexes,48.51
Central African Republic,2010,Life expectancy at birth (years),Male,46.69
Central African Republic,2010,Life expectancy at birth (years),Female,50.44
Central African Republic,2000,Life expectancy at birth (years),Both sexes,44.34
Central African Republic,2000,Life expectancy at birth (years),Male,43.24
Central African Republic,2000,Life expectancy at birth (years),Female,45.52
Chad,2019,Life expectancy at birth (years),Both sexes,59.63
Chad,2019,Life expectancy at birth (years),Male,57.95
Chad,2019,Life expectancy at birth (years),Female,61.34
Chad,2015,Life expectancy at birth (years),Both sexes,57.91
Chad,2015,Life expectancy at birth (years),Male,56.22
Chad,2015,Life expectancy at birth (years),Female,59.63
Chad,2010,Life expectancy at birth (years),Both sexes,55.65
Chad,2010,Life expectancy at birth (years),Male,53.93
Chad,2010,Life expectancy at birth (years),Female,57.43
Chad,2000,Life expectancy at birth (years),Both sexes,51.08
Chad,2000,Life expectancy at birth (years),Male,49.26
Chad,2000,Life expectancy at birth (years),Female,52.98
Chile,2019,Life expectancy at birth (years),Both sexes,80.74
Chile,2019,Life expectancy at birth (years),Male,78.09
Chile,2019,Life expectancy at birth (years),Female,83.25
Chile,2015,Life expectancy at birth (years),Both sexes,79.82
Chile,2015,Life expectancy at birth (years),Male,76.98
Chile,2015,Life expectancy at birth (years),Female,82.51
Chile,2010,Life expectancy at birth (years),Both sexes,78.46
Chile,2010,Life expectancy at birth (years),Male,75.48
Chile,2010,Life expectancy at birth (years),Female,81.3
Chile,2000,Life expectancy at birth (years),Both sexes,76.77
Chile,2000,Life expectancy at birth (years),Male,73.64
Chile,2000,Life expectancy at birth (years),Female,79.77
China,2019,Life expectancy at birth (years),Both sexes,77.43
China,2019,Life expectancy at birth (years),Male,74.73
China,2019,Life expectancy at birth (years),Female,80.49
China,2015,Life expectancy at birth (years),Both sexes,76.64
China,2015,Life expectancy at birth (years),Male,73.85
China,2015,Life expectancy at birth (years),Female,79.87
China,2010,Life expectancy at birth (years),Both sexes,74.89
China,2010,Life expectancy at birth (years),Male,72.26
China,2010,Life expectancy at birth (years),Female,77.94
China,2000,Life expectancy at birth (years),Both sexes,71.58
China,2000,Life expectancy at birth (years),Male,69.34
China,2000,Life expectancy at birth (years),Female,74.15
Colombia,2019,Life expectancy at birth (years),Both sexes,79.31
Colombia,2019,Life expectancy at birth (years),Male,76.69
Colombia,2019,Life expectancy at birth (years),Female,81.87
Colombia,2015,Life expectancy at birth (years),Both sexes,78.35
Colombia,2015,Life expectancy at birth (years),Male,75.63
Colombia,2015,Life expectancy at birth (years),Female,81.01
Colombia,2010,Life expectancy at birth (years),Both sexes,77.09
Colombia,2010,Life expectancy at birth (years),Male,74
Colombia,2010,Life expectancy at birth (years),Female,80.15
Colombia,2000,Life expectancy at birth (years),Both sexes,73.75
Colombia,2000,Life expectancy at birth (years),Male,69.71
Colombia,2000,Life expectancy at birth (years),Female,77.85
Comoros,2019,Life expectancy at birth (years),Both sexes,67.39
Comoros,2019,Life expectancy at birth (years),Male,65.92
Comoros,2019,Life expectancy at birth (years),Female,68.88
Comoros,2015,Life expectancy at birth (years),Both sexes,66.45
Comoros,2015,Life expectancy at birth (years),Male,65.07
Comoros,2015,Life expectancy at birth (years),Female,67.84
Comoros,2010,Life expectancy at birth (years),Both sexes,64.98
Comoros,2010,Life expectancy at birth (years),Male,63.6
Comoros,2010,Life expectancy at birth (years),Female,66.35
Comoros,2000,Life expectancy at birth (years),Both sexes,61.51
Comoros,2000,Life expectancy at birth (years),Male,60.15
Comoros,2000,Life expectancy at birth (years),Female,62.86
Congo,2019,Life expectancy at birth (years),Both sexes,64.74
Congo,2019,Life expectancy at birth (years),Male,63.81
Congo,2019,Life expectancy at birth (years),Female,65.61
Congo,2015,Life expectancy at birth (years),Both sexes,63.11
Congo,2015,Life expectancy at birth (years),Male,62.56
Congo,2015,Life expectancy at birth (years),Female,63.59
Congo,2010,Life expectancy at birth (years),Both sexes,60.95
Congo,2010,Life expectancy at birth (years),Male,60.99
Congo,2010,Life expectancy at birth (years),Female,60.85
Congo,2000,Life expectancy at birth (years),Both sexes,52.12
Congo,2000,Life expectancy at birth (years),Male,51.54
Congo,2000,Life expectancy at birth (years),Female,52.58
Costa Rica,2019,Life expectancy at birth (years),Both sexes,80.85
Costa Rica,2019,Life expectancy at birth (years),Male,78.31
Costa Rica,2019,Life expectancy at birth (years),Female,83.44
Costa Rica,2015,Life expectancy at birth (years),Both sexes,80.78
Costa Rica,2015,Life expectancy at birth (years),Male,78.16
Costa Rica,2015,Life expectancy at birth (years),Female,83.47
Costa Rica,2010,Life expectancy at birth (years),Both sexes,79.56
Costa Rica,2010,Life expectancy at birth (years),Male,76.98
Costa Rica,2010,Life expectancy at birth (years),Female,82.22
Costa Rica,2000,Life expectancy at birth (years),Both sexes,78
Costa Rica,2000,Life expectancy at birth (years),Male,75.47
Costa Rica,2000,Life expectancy at birth (years),Female,80.63
Côte d’Ivoire,2019,Life expectancy at birth (years),Both sexes,62.92
Côte d’Ivoire,2019,Life expectancy at birth (years),Male,60.53
Côte d’Ivoire,2019,Life expectancy at birth (years),Female,65.81
Côte d’Ivoire,2015,Life expectancy at birth (years),Both sexes,60.2
Côte d’Ivoire,2015,Life expectancy at birth (years),Male,57.98
Côte d’Ivoire,2015,Life expectancy at birth (years),Female,62.96
Côte d’Ivoire,2010,Life expectancy at birth (years),Both sexes,56.62
Côte d’Ivoire,2010,Life expectancy at birth (years),Male,54.81
Côte d’Ivoire,2010,Life expectancy at birth (years),Female,58.94
Côte d’Ivoire,2000,Life expectancy at birth (years),Both sexes,50.33
