Location,Indicator,Period,Dim1,First Tooltip
Austria,Population using safely managed sanitation services (%),2014,Urban,99.96
Austria,Population using safely managed sanitation services (%),2014,Rural,92.3
Austria,Population using safely managed sanitation services (%),2013,Total,96.7
Austria,Population using safely managed sanitation services (%),2013,Urban,99.97
Austria,Population using safely managed sanitation services (%),2013,Rural,92.3
Austria,Population using safely managed sanitation services (%),2012,Total,96.68
Austria,Population using safely managed sanitation services (%),2012,Urban,99.97
Austria,Population using safely managed sanitation services (%),2012,Rural,92.3
Austria,Population using safely managed sanitation services (%),2011,Total,96.68
Austria,Population using safely managed sanitation services (%),2011,Urban,99.97
Austria,Population using safely managed sanitation services (%),2011,Rural,92.3
Austria,Population using safely managed sanitation services (%),2010,Total,96.71
Austria,Population using safely managed sanitation services (%),2010,Urban,99.98
Austria,Population using safely managed sanitation services (%),2010,Rural,92.3
Austria,Population using safely managed sanitation services (%),2009,Total,96.73
Austria,Population using safely managed sanitation services (%),2009,Urban,99.98
Austria,Population using safely managed sanitation services (%),2009,Rural,92.3
Austria,Population using safely managed sanitation services (%),2008,Total,96.75
Austria,Population using safely managed sanitation services (%),2008,Urban,99.98
Austria,Population using safely managed sanitation services (%),2008,Rural,92.3
Austria,Population using safely managed sanitation services (%),2007,Total,96.78
Austria,Population using safely managed sanitation services (%),2007,Urban,99.98
Austria,Population using safely managed sanitation services (%),2007,Rural,92.3
Austria,Population using safely managed sanitation services (%),2006,Total,96.8
Austria,Population using safely managed sanitation services (%),2006,Urban,99.99
Austria,Population using safely managed sanitation services (%),2006,Rural,92.3
Austria,Population using safely managed sanitation services (%),2005,Total,96.82
Austria,Population using safely managed sanitation services (%),2005,Urban,99.99
Austria,Population using safely managed sanitation services (%),2005,Rural,92.3
Austria,Population using safely managed sanitation services (%),2004,Total,96.85
Austria,Population using safely managed sanitation services (%),2004,Urban,99.99
Austria,Population using safely managed sanitation services (%),2004,Rural,92.3
Austria,Population using safely managed sanitation services (%),2003,Total,96.87
Austria,Population using safely managed sanitation services (%),2003,Urban,100
Austria,Population using safely managed sanitation services (%),2003,Rural,92.3
Austria,Population using safely managed sanitation services (%),2002,Total,96.89
Austria,Population using safely managed sanitation services (%),2002,Urban,100
Austria,Population using safely managed sanitation services (%),2002,Rural,92.3
Austria,Population using safely managed sanitation services (%),2001,Total,96.92
Austria,Population using safely managed sanitation services (%),2001,Urban,100
Austria,Population using safely managed sanitation services (%),2001,Rural,92.3
Austria,Population using safely managed sanitation services (%),2000,Total,96.94
Austria,Population using safely managed sanitation services (%),2000,Urban,100
Austria,Population using safely managed sanitation services (%),2000,Rural,92.3
Azerbaijan,Population using safely managed sanitation services (%),2017,Urban,92.21
Azerbaijan,Population using safely managed sanitation services (%),2016,Urban,92.29
Azerbaijan,Population using safely managed sanitation services (%),2015,Urban,92.36
Azerbaijan,Population using safely managed sanitation services (%),2014,Urban,91.56
Azerbaijan,Population using safely managed sanitation services (%),2013,Urban,90.63
Azerbaijan,Population using safely managed sanitation services (%),2012,Urban,88.65
Azerbaijan,Population using safely managed sanitation services (%),2011,Urban,86.69
Azerbaijan,Population using safely managed sanitation services (%),2010,Urban,84.75
Azerbaijan,Population using safely managed sanitation services (%),2009,Urban,82.84
Azerbaijan,Population using safely managed sanitation services (%),2008,Urban,80.95
Azerbaijan,Population using safely managed sanitation services (%),2007,Urban,79.08
Azerbaijan,Population using safely managed sanitation services (%),2006,Urban,77.23
Azerbaijan,Population using safely managed sanitation services (%),2005,Urban,75.4
Azerbaijan,Population using safely managed sanitation services (%),2004,Urban,73.6
Azerbaijan,Population using safely managed sanitation services (%),2003,Urban,72.76
Azerbaijan,Population using safely managed sanitation services (%),2002,Urban,71.92
Azerbaijan,Population using safely managed sanitation services (%),2001,Urban,71.07
Azerbaijan,Population using safely managed sanitation services (%),2000,Urban,70.23
Bahrain,Population using safely managed sanitation services (%),2017,Total,96
Bahrain,Population using safely managed sanitation services (%),2016,Total,96
Bahrain,Population using safely managed sanitation services (%),2015,Total,96
Bahrain,Population using safely managed sanitation services (%),2014,Total,96
Bahrain,Population using safely managed sanitation services (%),2013,Total,96
Bahrain,Population using safely managed sanitation services (%),2012,Total,96
Bahrain,Population using safely managed sanitation services (%),2011,Total,96
Bahrain,Population using safely managed sanitation services (%),2010,Total,95.99
Bahrain,Population using safely managed sanitation services (%),2009,Total,95.98
Bahrain,Population using safely managed sanitation services (%),2008,Total,95.96
Bahrain,Population using safely managed sanitation services (%),2007,Total,95.95
Bahrain,Population using safely managed sanitation services (%),2006,Total,95.94
Bahrain,Population using safely managed sanitation services (%),2005,Total,95.92
Bahrain,Population using safely managed sanitation services (%),2004,Total,95.91
Bahrain,Population using safely managed sanitation services (%),2003,Total,95.89
Bahrain,Population using safely managed sanitation services (%),2002,Total,95.88
Bahrain,Population using safely managed sanitation services (%),2001,Total,95.87
Bahrain,Population using safely managed sanitation services (%),2000,Total,95.85
Bangladesh,Population using safely managed sanitation services (%),2017,Rural,32.34
Bangladesh,Population using safely managed sanitation services (%),2016,Rural,31.25
Bangladesh,Population using safely managed sanitation services (%),2015,Rural,30.03
Bangladesh,Population using safely managed sanitation services (%),2014,Rural,28.82
Bangladesh,Population using safely managed sanitation services (%),2013,Rural,27.62
Bangladesh,Population using safely managed sanitation services (%),2012,Rural,26.44
Bangladesh,Population using safely managed sanitation services (%),2011,Rural,25.27
Bangladesh,Population using safely managed sanitation services (%),2010,Rural,24.12
Bangladesh,Population using safely managed sanitation services (%),2009,Rural,22.98
Bangladesh,Population using safely managed sanitation services (%),2008,Rural,21.86
Bangladesh,Population using safely managed sanitation services (%),2007,Rural,20.75
Bangladesh,Population using safely managed sanitation services (%),2006,Rural,19.65
Bangladesh,Population using safely managed sanitation services (%),2005,Rural,18.57
Bangladesh,Population using safely managed sanitation services (%),2004,Rural,17.5
Bangladesh,Population using safely managed sanitation services (%),2003,Rural,16.57
Bangladesh,Population using safely managed sanitation services (%),2002,Rural,15.64
Bangladesh,Population using safely managed sanitation services (%),2001,Rural,14.71
Bangladesh,Population using safely managed sanitation services (%),2000,Rural,13.79
Belarus,Population using safely managed sanitation services (%),2017,Total,80.52
Belarus,Population using safely managed sanitation services (%),2017,Urban,81.67
Belarus,Population using safely managed sanitation services (%),2017,Rural,76.38
Belarus,Population using safely managed sanitation services (%),2016,Total,80.39
Belarus,Population using safely managed sanitation services (%),2016,Urban,81.47
Belarus,Population using safely managed sanitation services (%),2016,Rural,76.62
Belarus,Population using safely managed sanitation services (%),2015,Total,81.51
Belarus,Population using safely managed sanitation services (%),2015,Urban,82.61
Belarus,Population using safely managed sanitation services (%),2015,Rural,77.77
Belarus,Population using safely managed sanitation services (%),2014,Total,82.62
Belarus,Population using safely managed sanitation services (%),2014,Urban,83.75
Belarus,Population using safely managed sanitation services (%),2014,Rural,78.9
Belarus,Population using safely managed sanitation services (%),2013,Total,83.37
Belarus,Population using safely managed sanitation services (%),2013,Urban,84.31
Belarus,Population using safely managed sanitation services (%),2013,Rural,80.39
Belarus,Population using safely managed sanitation services (%),2012,Total,84.11
Belarus,Population using safely managed sanitation services (%),2012,Urban,84.83
Belarus,Population using safely managed sanitation services (%),2012,Rural,81.86
Belarus,Population using safely managed sanitation services (%),2011,Total,84.83
Belarus,Population using safely managed sanitation services (%),2011,Urban,85.33
Belarus,Population using safely managed sanitation services (%),2011,Rural,83.31
Belarus,Population using safely managed sanitation services (%),2010,Total,85.53
Belarus,Population using safely managed sanitation services (%),2010,Urban,85.81
Belarus,Population using safely managed sanitation services (%),2010,Rural,84.73
Belarus,Population using safely managed sanitation services (%),2009,Total,86.22
Belarus,Population using safely managed sanitation services (%),2009,Urban,86.26
Belarus,Population using safely managed sanitation services (%),2009,Rural,86.12
Belarus,Population using safely managed sanitation services (%),2008,Total,86.9
Belarus,Population using safely managed sanitation services (%),2008,Urban,86.69
Belarus,Population using safely managed sanitation services (%),2008,Rural,87.48
Belarus,Population using safely managed sanitation services (%),2007,Total,87.55
Belarus,Population using safely managed sanitation services (%),2007,Urban,87.09
Belarus,Population using safely managed sanitation services (%),2007,Rural,88.82
Belarus,Population using safely managed sanitation services (%),2006,Total,88.19
Belarus,Population using safely managed sanitation services (%),2006,Urban,87.47
Belarus,Population using safely managed sanitation services (%),2006,Rural,90.13
Belarus,Population using safely managed sanitation services (%),2005,Total,88.81
Belarus,Population using safely managed sanitation services (%),2005,Urban,87.82
Belarus,Population using safely managed sanitation services (%),2005,Rural,91.42
Belarus,Population using safely managed sanitation services (%),2004,Total,89.42
Belarus,Population using safely managed sanitation services (%),2004,Urban,88.15
Belarus,Population using safely managed sanitation services (%),2004,Rural,92.68
Belarus,Population using safely managed sanitation services (%),2003,Total,90.01
Belarus,Population using safely managed sanitation services (%),2003,Urban,88.45
Belarus,Population using safely managed sanitation services (%),2003,Rural,93.91
Belarus,Population using safely managed sanitation services (%),2002,Total,90.04
Belarus,Population using safely managed sanitation services (%),2002,Urban,88.45
Belarus,Population using safely managed sanitation services (%),2002,Rural,93.91
Belarus,Population using safely managed sanitation services (%),2001,Total,90.07
Belarus,Population using safely managed sanitation services (%),2001,Urban,88.45
Belarus,Population using safely managed sanitation services (%),2001,Rural,93.91
Belarus,Population using safely managed sanitation services (%),2000,Total,90.09
Belarus,Population using safely managed sanitation services (%),2000,Urban,88.45
Belarus,Population using safely managed sanitation services (%),2000,Rural,93.91
Belgium,Population using safely managed sanitation services (%),2017,Total,97.1
Belgium,Population using safely managed sanitation services (%),2016,Total,97.1
Belgium,Population using safely managed sanitation services (%),2015,Total,97.1
Belgium,Population using safely managed sanitation services (%),2014,Total,94.83
Belgium,Population using safely managed sanitation services (%),2013,Total,92.55
Belgium,Population using safely managed sanitation services (%),2012,Total,91.61
Belgium,Population using safely managed sanitation services (%),2011,Total,90.94
Belgium,Population using safely managed sanitation services (%),2010,Total,90.27
Belgium,Population using safely managed sanitation services (%),2009,Total,89.6
Belgium,Population using safely managed sanitation services (%),2008,Total,88.93
Belgium,Population using safely managed sanitation services (%),2007,Total,88.26
Belgium,Population using safely managed sanitation services (%),2006,Total,87.59
Belgium,Population using safely managed sanitation services (%),2005,Total,86.92
Belgium,Population using safely managed sanitation services (%),2004,Total,86.25
Belgium,Population using safely managed sanitation services (%),2003,Total,85.58
Belgium,Population using safely managed sanitation services (%),2002,Total,85.57
Belgium,Population using safely managed sanitation services (%),2001,Total,85.57
Belgium,Population using safely managed sanitation services (%),2000,Total,85.57
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2017,Total,22.94
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2017,Urban,24.67
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2016,Total,22.22
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2016,Urban,24.02
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2015,Total,21.51
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2015,Urban,23.37
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2014,Total,20.81
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2014,Urban,22.72
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2013,Total,20.12
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2013,Urban,22.09
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2012,Total,19.44
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2012,Urban,21.47
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2011,Total,18.76
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2011,Urban,20.85
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2010,Total,18.09
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2010,Urban,20.25
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2009,Total,17.43
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2009,Urban,19.65
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2008,Total,16.78
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2008,Urban,19.06
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2007,Total,16.13
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2007,Urban,18.49
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2006,Total,15.5
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2006,Urban,17.92
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2005,Total,15.09
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2005,Urban,17.64
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2004,Total,14.68
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2004,Urban,17.36
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2003,Total,14.27
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2003,Urban,17.08
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2002,Total,13.86
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2002,Urban,16.8
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2001,Total,13.44
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2001,Urban,16.52
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2000,Total,13.02
Bolivia (Plurinational State of),Population using safely managed sanitation services (%),2000,Urban,16.24
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2017,Total,21.55
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2017,Urban,11.27
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2016,Total,21.24
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2016,Urban,10.81
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2015,Total,20.92
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2015,Urban,10.35
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2014,Total,20.59
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2014,Urban,9.88
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2013,Total,20.39
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2013,Urban,9.49
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2012,Total,20.22
Bosnia and Herzegovina,Population using safely managed sanitation services (%),2012,Urban,9.15
