Location,Period,Indicator,Dim1,First Tooltip
Afghanistan,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,171.7 [157.6-186.9]
Afghanistan,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,176 [161.3-191.9]
Afghanistan,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,167.1 [153-182.6]
Afghanistan,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,177.7 [162.5-194.3]
Afghanistan,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,182 [166.6-199.3]
Afghanistan,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,173.1 [158-189.7]
Afghanistan,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,183.8 [167.9-202]
Afghanistan,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,188.2 [172-207]
Afghanistan,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,179.2 [163.1-197.3]
Afghanistan,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,190.1 [173.5-209.9]
Afghanistan,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,194.5 [177.4-215.1]
Afghanistan,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,185.3 [168.5-205.2]
Afghanistan,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,196.4 [178.8-218]
Afghanistan,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,201 [182.7-223.6]
Afghanistan,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,191.7 [173.6-213.2]
Afghanistan,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,202.9 [184.1-226.1]
Afghanistan,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,207.5 [188.1-231.9]
Afghanistan,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,197.9 [178.7-221.2]
Afghanistan,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,209.3 [189.5-234.5]
Afghanistan,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,214.3 [193.6-240.5]
Afghanistan,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,204.2 [184-229.2]
Afghanistan,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,215.8 [194.7-242.4]
Afghanistan,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,220.9 [199.1-248.6]
Afghanistan,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,210.6 [189.3-237.5]
Afghanistan,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,222.2 [200-250.3]
Afghanistan,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,227.5 [204.6-256.5]
Afghanistan,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,216.8 [194.5-245]
Afghanistan,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,228.6 [205.5-258.4]
Afghanistan,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,234 [210.1-264.6]
Afghanistan,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,223.2 [199.7-252.9]
Afghanistan,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,235.1 [210.8-266.2]
Afghanistan,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,240.4 [215.6-272.4]
Afghanistan,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,229.5 [204.7-260.1]
Afghanistan,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,241.5 [216.2-273.6]
Afghanistan,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,247 [221.1-280.3]
Afghanistan,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,235.8 [210-267.3]
Afghanistan,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,247.8 [221.6-280.7]
Afghanistan,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,253.6 [226.6-287.7]
Afghanistan,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,241.7 [215.1-274.5]
Afghanistan,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,254 [226.8-287.7]
Afghanistan,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,260 [232-295.3]
Afghanistan,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,247.8 [220.2-281.5]
Afghanistan,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,260.1 [232-295.1]
Afghanistan,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,266.3 [236.8-302.9]
Afghanistan,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,253.6 [225.4-288.6]
Afghanistan,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,266.2 [236.9-302.7]
Afghanistan,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,272.3 [242.1-310.6]
Afghanistan,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,259.6 [230.2-295.8]
Afghanistan,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,272 [241.6-309.8]
Afghanistan,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,278.4 [247.3-318.1]
Afghanistan,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,265.4 [234.8-303.2]
Afghanistan,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,277.8 [246.7-317]
Afghanistan,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,284.3 [252.5-324.9]
Afghanistan,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,270.9 [239.7-309.9]
Afghanistan,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,283.6 [251.7-323.7]
Afghanistan,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,290.4 [257.1-331.9]
Afghanistan,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,276.5 [244.1-316.5]
Afghanistan,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,289.3 [256.2-330]
Afghanistan,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,296 [261.7-338.3]
Afghanistan,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,282 [248.7-322.9]
Afghanistan,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,294.8 [260.9-336.4]
Afghanistan,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,301.9 [266.5-345.3]
Afghanistan,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,287.4 [253.3-328.8]
Afghanistan,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,300.3 [266-342.3]
Afghanistan,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,307.4 [271.5-351.3]
Afghanistan,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,292.9 [258-334.5]
Afghanistan,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,305.8 [270.8-347.9]
Afghanistan,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,313.2 [276.6-357.1]
Afghanistan,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,298.2 [263-339.7]
Afghanistan,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,311.4 [275.4-354.1]
Afghanistan,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,318.8 [281.8-363.3]
Afghanistan,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,303.5 [267.6-345.4]
Afghanistan,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,316.8 [280.1-360.1]
Afghanistan,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,324.4 [287-369]
Afghanistan,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,308.7 [272-351.4]
Afghanistan,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,322 [284.8-366.3]
Afghanistan,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,329.9 [291.4-375.3]
Afghanistan,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,313.9 [276.4-358.2]
Afghanistan,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,327.6 [289.1-372.5]
Afghanistan,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,335.6 [296-382.7]
Afghanistan,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,319.3 [280.6-364.4]
Afghanistan,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,333.1 [293.1-380.4]
Afghanistan,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,341.3 [300.1-390.8]
Afghanistan,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,324.6 [284.6-371.9]
Afghanistan,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,338.7 [296.7-389.9]
Afghanistan,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,347.1 [303.5-399.5]
Afghanistan,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,330 [287.9-380.8]
Afghanistan,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,344.6 [299.4-399.3]
Afghanistan,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,353.1 [306.1-410]
Afghanistan,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,335.6 [290.1-390.4]
Albania,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.68 [9.07-10.35]
Albania,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.47 [9.78-11.25]
Albania,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.85 [8.24-9.49]
Albania,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.53 [9.07-10.02]
Albania,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.29 [9.76-10.89]
Albania,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.71 [8.23-9.2]
Albania,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.42 [9.04-9.83]
Albania,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.18 [9.73-10.68]
Albania,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.61 [8.22-9.04]
Albania,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.42 [9.08-9.8]
Albania,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.19 [9.76-10.65]
Albania,2016,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.6 [8.23-9.01]
Albania,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.57 [9.23-9.94]
Albania,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.35 [9.92-10.81]
Albania,2015,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,8.74 [8.37-9.15]
Albania,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,9.9 [9.55-10.27]
Albania,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,10.75 [10.32-11.21]
Albania,2014,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9 [8.63-9.41]
Albania,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,10.43 [10.07-10.82]
Albania,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,11.37 [10.91-11.84]
Albania,2013,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,9.45 [9.06-9.88]
Albania,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,11.18 [10.81-11.58]
Albania,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,12.22 [11.75-12.72]
Albania,2012,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,10.1 [9.68-10.53]
Albania,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,12.14 [11.75-12.55]
Albania,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,13.31 [12.81-13.83]
Albania,2011,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,10.92 [10.48-11.38]
Albania,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,13.25 [12.83-13.68]
Albania,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,14.57 [14.04-15.12]
Albania,2010,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,11.86 [11.39-12.34]
Albania,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,14.45 [14.03-14.91]
Albania,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,15.94 [15.39-16.52]
Albania,2009,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,12.89 [12.39-13.41]
Albania,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,15.75 [15.28-16.22]
Albania,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,17.46 [16.85-18.09]
Albania,2008,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,13.95 [13.42-14.51]
Albania,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,17.11 [16.61-17.63]
Albania,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,19.05 [18.38-19.72]
Albania,2007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,15.08 [14.5-15.68]
Albania,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,18.52 [17.94-19.12]
Albania,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,20.65 [19.89-21.44]
Albania,2006,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,16.28 [15.62-16.95]
Albania,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,19.96 [19.21-20.76]
Albania,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,22.28 [21.32-23.29]
Albania,2005,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,17.53 [16.73-18.36]
Albania,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,21.43 [20.41-22.53]
Albania,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,23.91 [22.66-25.22]
Albania,2004,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,18.83 [17.81-19.92]
Albania,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,22.92 [21.56-24.39]
Albania,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,25.52 [23.9-27.24]
Albania,2003,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,20.17 [18.87-21.58]
Albania,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,24.37 [22.67-26.24]
Albania,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,27.09 [25.08-29.28]
Albania,2002,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,21.5 [19.9-23.27]
Albania,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,25.8 [23.74-28.06]
Albania,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,28.62 [26.25-31.24]
Albania,2001,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,22.81 [20.9-24.91]
Albania,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,27.21 [24.79-29.85]
Albania,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,30.13 [27.39-33.15]
Albania,2000,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,24.11 [21.89-26.53]
Albania,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,28.58 [25.89-31.57]
Albania,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,31.62 [28.58-35.02]
Albania,1999,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,25.39 [22.88-28.16]
Albania,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,29.95 [26.98-33.25]
Albania,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,33.07 [29.72-36.76]
Albania,1998,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,26.65 [23.87-29.72]
Albania,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,31.28 [28.12-34.9]
Albania,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,34.49 [30.9-38.45]
Albania,1997,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,27.94 [24.97-31.23]
Albania,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,32.62 [29.24-36.42]
Albania,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,35.89 [32.08-40.16]
Albania,1996,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,29.13 [26.02-32.69]
Albania,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,33.92 [30.32-37.89]
Albania,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,37.26 [33.25-41.75]
Albania,1995,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,30.36 [27.07-34.07]
Albania,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,35.18 [31.41-39.35]
Albania,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,38.63 [34.38-43.3]
Albania,1994,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,31.54 [28.08-35.4]
Albania,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,36.45 [32.53-40.78]
Albania,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,39.97 [35.55-44.86]
Albania,1993,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,32.75 [29.17-36.76]
