Location,Period,Indicator,Dim1,First Tooltip
Belarus,2019,Healthy life expectancy (HALE) at birth (years),Male,62.31
Belarus,2019,Healthy life expectancy (HALE) at birth (years),Female,69.37
Belarus,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.06
Belarus,2015,Healthy life expectancy (HALE) at birth (years),Male,61.22
Belarus,2015,Healthy life expectancy (HALE) at birth (years),Female,68.68
Belarus,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,62.26
Belarus,2010,Healthy life expectancy (HALE) at birth (years),Male,57.91
Belarus,2010,Healthy life expectancy (HALE) at birth (years),Female,66.74
Belarus,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,60.82
Belarus,2000,Healthy life expectancy (HALE) at birth (years),Male,56.63
Belarus,2000,Healthy life expectancy (HALE) at birth (years),Female,65.16
Belgium,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,70.56
Belgium,2019,Healthy life expectancy (HALE) at birth (years),Male,69.76
Belgium,2019,Healthy life expectancy (HALE) at birth (years),Female,71.31
Belgium,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,69.99
Belgium,2015,Healthy life expectancy (HALE) at birth (years),Male,69.11
Belgium,2015,Healthy life expectancy (HALE) at birth (years),Female,70.83
Belgium,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,69.21
Belgium,2010,Healthy life expectancy (HALE) at birth (years),Male,68
Belgium,2010,Healthy life expectancy (HALE) at birth (years),Female,70.36
Belgium,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,67.84
Belgium,2000,Healthy life expectancy (HALE) at birth (years),Male,66.12
Belgium,2000,Healthy life expectancy (HALE) at birth (years),Female,69.52
Belize,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,65.29
Belize,2019,Healthy life expectancy (HALE) at birth (years),Male,63.48
Belize,2019,Healthy life expectancy (HALE) at birth (years),Female,67.31
Belize,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.06
Belize,2015,Healthy life expectancy (HALE) at birth (years),Male,63.33
Belize,2015,Healthy life expectancy (HALE) at birth (years),Female,67
Belize,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,64.57
Belize,2010,Healthy life expectancy (HALE) at birth (years),Male,63.15
Belize,2010,Healthy life expectancy (HALE) at birth (years),Female,66.12
Belize,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,62.29
Belize,2000,Healthy life expectancy (HALE) at birth (years),Male,60.34
Belize,2000,Healthy life expectancy (HALE) at birth (years),Female,64.57
Benin,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,55.52
Benin,2019,Healthy life expectancy (HALE) at birth (years),Male,54.47
Benin,2019,Healthy life expectancy (HALE) at birth (years),Female,56.57
Benin,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,54.29
Benin,2015,Healthy life expectancy (HALE) at birth (years),Male,53.18
Benin,2015,Healthy life expectancy (HALE) at birth (years),Female,55.39
Benin,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,53
Benin,2010,Healthy life expectancy (HALE) at birth (years),Male,51.74
Benin,2010,Healthy life expectancy (HALE) at birth (years),Female,54.25
Benin,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,49.59
Benin,2000,Healthy life expectancy (HALE) at birth (years),Male,48.44
Benin,2000,Healthy life expectancy (HALE) at birth (years),Female,50.69
Bhutan,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,63.36
Bhutan,2019,Healthy life expectancy (HALE) at birth (years),Male,63.24
Bhutan,2019,Healthy life expectancy (HALE) at birth (years),Female,63.48
Bhutan,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,62.6
Bhutan,2015,Healthy life expectancy (HALE) at birth (years),Male,62.46
Bhutan,2015,Healthy life expectancy (HALE) at birth (years),Female,62.74
Bhutan,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,61.67
Bhutan,2010,Healthy life expectancy (HALE) at birth (years),Male,61.51
Bhutan,2010,Healthy life expectancy (HALE) at birth (years),Female,61.83
Bhutan,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,57.06
Bhutan,2000,Healthy life expectancy (HALE) at birth (years),Male,57.2
Bhutan,2000,Healthy life expectancy (HALE) at birth (years),Female,56.88
Bolivia (Plurinational State of),2019,Healthy life expectancy (HALE) at birth (years),Both sexes,63.27
Bolivia (Plurinational State of),2019,Healthy life expectancy (HALE) at birth (years),Male,63.21
Bolivia (Plurinational State of),2019,Healthy life expectancy (HALE) at birth (years),Female,63.34
Bolivia (Plurinational State of),2015,Healthy life expectancy (HALE) at birth (years),Both sexes,62.73
Bolivia (Plurinational State of),2015,Healthy life expectancy (HALE) at birth (years),Male,62.72
Bolivia (Plurinational State of),2015,Healthy life expectancy (HALE) at birth (years),Female,62.75
Bolivia (Plurinational State of),2010,Healthy life expectancy (HALE) at birth (years),Both sexes,61.72
Bolivia (Plurinational State of),2010,Healthy life expectancy (HALE) at birth (years),Male,61.71
Bolivia (Plurinational State of),2010,Healthy life expectancy (HALE) at birth (years),Female,61.73
Bolivia (Plurinational State of),2000,Healthy life expectancy (HALE) at birth (years),Both sexes,57.89
Bolivia (Plurinational State of),2000,Healthy life expectancy (HALE) at birth (years),Male,57.61
Bolivia (Plurinational State of),2000,Healthy life expectancy (HALE) at birth (years),Female,58.18
Bosnia and Herzegovina,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,67.19
Bosnia and Herzegovina,2019,Healthy life expectancy (HALE) at birth (years),Male,65.66
Bosnia and Herzegovina,2019,Healthy life expectancy (HALE) at birth (years),Female,68.68
Bosnia and Herzegovina,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,66.97
Bosnia and Herzegovina,2015,Healthy life expectancy (HALE) at birth (years),Male,65.42
Bosnia and Herzegovina,2015,Healthy life expectancy (HALE) at birth (years),Female,68.47
Bosnia and Herzegovina,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,66.98
Bosnia and Herzegovina,2010,Healthy life expectancy (HALE) at birth (years),Male,65.4
Bosnia and Herzegovina,2010,Healthy life expectancy (HALE) at birth (years),Female,68.5
Bosnia and Herzegovina,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,66.17
Bosnia and Herzegovina,2000,Healthy life expectancy (HALE) at birth (years),Male,64.21
Bosnia and Herzegovina,2000,Healthy life expectancy (HALE) at birth (years),Female,67.97
Botswana,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,53.89
Botswana,2019,Healthy life expectancy (HALE) at birth (years),Male,51.93
Botswana,2019,Healthy life expectancy (HALE) at birth (years),Female,55.81
Botswana,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,52.78
Botswana,2015,Healthy life expectancy (HALE) at birth (years),Male,50.94
Botswana,2015,Healthy life expectancy (HALE) at birth (years),Female,54.59
Botswana,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,50.56
Botswana,2010,Healthy life expectancy (HALE) at birth (years),Male,48.75
Botswana,2010,Healthy life expectancy (HALE) at birth (years),Female,52.55
Botswana,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,40.08
Botswana,2000,Healthy life expectancy (HALE) at birth (years),Male,39.18
Botswana,2000,Healthy life expectancy (HALE) at birth (years),Female,41.4
Brazil,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,65.4
Brazil,2019,Healthy life expectancy (HALE) at birth (years),Male,63.44
Brazil,2019,Healthy life expectancy (HALE) at birth (years),Female,67.37
Brazil,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,64.7
Brazil,2015,Healthy life expectancy (HALE) at birth (years),Male,62.76
Brazil,2015,Healthy life expectancy (HALE) at birth (years),Female,66.65
Brazil,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,63.95
Brazil,2010,Healthy life expectancy (HALE) at birth (years),Male,61.99
Brazil,2010,Healthy life expectancy (HALE) at birth (years),Female,65.95
Brazil,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,61.66
Brazil,2000,Healthy life expectancy (HALE) at birth (years),Male,59.6
Brazil,2000,Healthy life expectancy (HALE) at birth (years),Female,63.82
Brunei Darussalam,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,65.65
Brunei Darussalam,2019,Healthy life expectancy (HALE) at birth (years),Male,65.2
Brunei Darussalam,2019,Healthy life expectancy (HALE) at birth (years),Female,66.14
Brunei Darussalam,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.71
Brunei Darussalam,2015,Healthy life expectancy (HALE) at birth (years),Male,65.16
Brunei Darussalam,2015,Healthy life expectancy (HALE) at birth (years),Female,66.28
Brunei Darussalam,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,65.76
Brunei Darussalam,2010,Healthy life expectancy (HALE) at birth (years),Male,65.09
Brunei Darussalam,2010,Healthy life expectancy (HALE) at birth (years),Female,66.46
Brunei Darussalam,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,63.89
Brunei Darussalam,2000,Healthy life expectancy (HALE) at birth (years),Male,63.12
Brunei Darussalam,2000,Healthy life expectancy (HALE) at birth (years),Female,64.76
Bulgaria,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,66.28
Bulgaria,2019,Healthy life expectancy (HALE) at birth (years),Male,63.91
Bulgaria,2019,Healthy life expectancy (HALE) at birth (years),Female,68.71
Bulgaria,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.91
Bulgaria,2015,Healthy life expectancy (HALE) at birth (years),Male,63.53
Bulgaria,2015,Healthy life expectancy (HALE) at birth (years),Female,68.36
Bulgaria,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,65.2
Bulgaria,2010,Healthy life expectancy (HALE) at birth (years),Male,62.72
Bulgaria,2010,Healthy life expectancy (HALE) at birth (years),Female,67.77
Bulgaria,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,63.54
Bulgaria,2000,Healthy life expectancy (HALE) at birth (years),Male,61.19
Bulgaria,2000,Healthy life expectancy (HALE) at birth (years),Female,66
Burkina Faso,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,54.86
Burkina Faso,2019,Healthy life expectancy (HALE) at birth (years),Male,53.39
Burkina Faso,2019,Healthy life expectancy (HALE) at birth (years),Female,56.26
Burkina Faso,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,53.35
Burkina Faso,2015,Healthy life expectancy (HALE) at birth (years),Male,51.86
Burkina Faso,2015,Healthy life expectancy (HALE) at birth (years),Female,54.76
Burkina Faso,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,51.2
Burkina Faso,2010,Healthy life expectancy (HALE) at birth (years),Male,49.76
Burkina Faso,2010,Healthy life expectancy (HALE) at birth (years),Female,52.52
Burkina Faso,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,44.88
Burkina Faso,2000,Healthy life expectancy (HALE) at birth (years),Male,43.9
Burkina Faso,2000,Healthy life expectancy (HALE) at birth (years),Female,45.74
Burundi,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,55.58
Burundi,2019,Healthy life expectancy (HALE) at birth (years),Male,53.98
Burundi,2019,Healthy life expectancy (HALE) at birth (years),Female,57.2
Burundi,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,53.96
Burundi,2015,Healthy life expectancy (HALE) at birth (years),Male,52.37
Burundi,2015,Healthy life expectancy (HALE) at birth (years),Female,55.56
Burundi,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,50.88
Burundi,2010,Healthy life expectancy (HALE) at birth (years),Male,49.63
Burundi,2010,Healthy life expectancy (HALE) at birth (years),Female,52.11
Burundi,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,38.13
Burundi,2000,Healthy life expectancy (HALE) at birth (years),Male,36.64
Burundi,2000,Healthy life expectancy (HALE) at birth (years),Female,39.68
Cabo Verde,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,64.8
Cabo Verde,2019,Healthy life expectancy (HALE) at birth (years),Male,62.21
Cabo Verde,2019,Healthy life expectancy (HALE) at birth (years),Female,67.22
Cabo Verde,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,65.25
Cabo Verde,2015,Healthy life expectancy (HALE) at birth (years),Male,63.66
Cabo Verde,2015,Healthy life expectancy (HALE) at birth (years),Female,66.85
Cabo Verde,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,64.53
Cabo Verde,2010,Healthy life expectancy (HALE) at birth (years),Male,62.53
Cabo Verde,2010,Healthy life expectancy (HALE) at birth (years),Female,66.43
Cabo Verde,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,61.98
Cabo Verde,2000,Healthy life expectancy (HALE) at birth (years),Male,59.44
Cabo Verde,2000,Healthy life expectancy (HALE) at birth (years),Female,64.24
Cambodia,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,61.51
Cambodia,2019,Healthy life expectancy (HALE) at birth (years),Male,59.81
Cambodia,2019,Healthy life expectancy (HALE) at birth (years),Female,63.03
Cambodia,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,60.75
Cambodia,2015,Healthy life expectancy (HALE) at birth (years),Male,58.95
Cambodia,2015,Healthy life expectancy (HALE) at birth (years),Female,62.37
Cambodia,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,59.01
Cambodia,2010,Healthy life expectancy (HALE) at birth (years),Male,57.2
Cambodia,2010,Healthy life expectancy (HALE) at birth (years),Female,60.67
Cambodia,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,51.39
Cambodia,2000,Healthy life expectancy (HALE) at birth (years),Male,49.81
Cambodia,2000,Healthy life expectancy (HALE) at birth (years),Female,52.93
Cameroon,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,54.52
Cameroon,2019,Healthy life expectancy (HALE) at birth (years),Male,53.47
Cameroon,2019,Healthy life expectancy (HALE) at birth (years),Female,55.6
Cameroon,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,51.78
Cameroon,2015,Healthy life expectancy (HALE) at birth (years),Male,50.92
Cameroon,2015,Healthy life expectancy (HALE) at birth (years),Female,52.68
Cameroon,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,49.57
Cameroon,2010,Healthy life expectancy (HALE) at birth (years),Male,48.98
Cameroon,2010,Healthy life expectancy (HALE) at birth (years),Female,50.17
Cameroon,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,46.05
Cameroon,2000,Healthy life expectancy (HALE) at birth (years),Male,45.4
Cameroon,2000,Healthy life expectancy (HALE) at birth (years),Female,46.74
Canada,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,71.25
Canada,2019,Healthy life expectancy (HALE) at birth (years),Male,70.51
Canada,2019,Healthy life expectancy (HALE) at birth (years),Female,71.98
Canada,2015,Healthy life expectancy (HALE) at birth (years),Both sexes,71.15
Canada,2015,Healthy life expectancy (HALE) at birth (years),Male,70.41
Canada,2015,Healthy life expectancy (HALE) at birth (years),Female,71.85
Canada,2010,Healthy life expectancy (HALE) at birth (years),Both sexes,70.84
Canada,2010,Healthy life expectancy (HALE) at birth (years),Male,69.92
Canada,2010,Healthy life expectancy (HALE) at birth (years),Female,71.69
Canada,2000,Healthy life expectancy (HALE) at birth (years),Both sexes,69.42
Canada,2000,Healthy life expectancy (HALE) at birth (years),Male,68.11
Canada,2000,Healthy life expectancy (HALE) at birth (years),Female,70.64
Central African Republic,2019,Healthy life expectancy (HALE) at birth (years),Both sexes,46.37
Central African Republic,2019,Healthy life expectancy (HALE) at birth (years),Male,44.48
